Sexo,Edad,Estudios,Comunidad,Aportan_vs_Reciben,Quitan_Trabajo,Matrimonio_Hijo,Valoracion_General,Tramo_edad
Hombre,40.0,Estudios de licenciatura,Cataluña,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,26.0,FP de grado medio,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,30.0,Diplomatura,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Mujer,51.0,Estudios de licenciatura,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,48.0,Máster oficial universitario,Andalucía,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,33.0,Bachillerato,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,37.0,Estudios de licenciatura,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,35.0,Estudios de licenciatura,Andalucía,N.S.,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,67.0,Educación secundaria,Andalucía,Menos de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,82.0,,Andalucía,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,47.0,Diplomatura,Andalucía,Tanto como aportan,Más bien de acuerdo,Rechazaría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,23.0,FP de grado superior,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,61.0,Educación primaria,Andalucía,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,60.0,Educación primaria,Andalucía,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,65.0,Otros,Balears (Illes),N.S.,Más bien de acuerdo,Acepta/ría,N.S.,Adultos Mayores
Hombre,60.0,Educación primaria,Balears (Illes),Mucho más de lo que aportan,Más bien de acuerdo,N.S.,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,35.0,Estudios de grado,Balears (Illes),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,22.0,Educación secundaria,Balears (Illes),Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Jóvenes
Mujer,48.0,Educación secundaria,Balears (Illes),N.S.,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,40.0,Diplomatura,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,27.0,Diplomatura,Cataluña,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,65.0,Arquitectura o ingeniería técnicas,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,Positiva,Adultos Mayores
Mujer,62.0,Menos de 5 años de escolarización,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,26.0,Bachillerato,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Jóvenes
Mujer,66.0,Diplomatura,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,40.0,FP de grado superior,Cataluña,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,58.0,Bachillerato,Cataluña,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos Mayores
Mujer,44.0,Arquitectura o ingeniería superiores,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,54.0,FP de grado superior,Cataluña,Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,31.0,FP de grado medio,Canarias,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,52.0,Diplomatura,Canarias,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,73.0,,Canarias,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,34.0,Bachillerato,Canarias,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,76.0,Menos de 5 años de escolarización,Canarias,Más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,60.0,FP de grado medio,Canarias,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,35.0,Estudios de licenciatura,Canarias,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,34.0,FP de grado superior,Castilla-La Mancha,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,48.0,FP de grado medio,Castilla-La Mancha,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,28.0,Estudios de grado,Castilla-La Mancha,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,42.0,FP de grado medio,Castilla-La Mancha,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,62.0,Educación secundaria,Castilla-La Mancha,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,42.0,FP de grado medio,Castilla-La Mancha,Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Negativa,Adultos
Mujer,69.0,Educación secundaria,Castilla-La Mancha,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,63.0,Educación primaria,Castilla-La Mancha,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,26.0,Estudios de grado,Madrid (Comunidad de),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,53.0,Estudios de licenciatura,Madrid (Comunidad de),N.S.,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,59.0,Arquitectura o ingeniería superiores,Madrid (Comunidad de),Mucho más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,N.S.,Adultos Mayores
Hombre,25.0,Estudios de grado,Madrid (Comunidad de),Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,67.0,Arquitectura o ingeniería superiores,Madrid (Comunidad de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,73.0,Bachillerato,Madrid (Comunidad de),Mucho menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Jubilados
Hombre,44.0,Máster oficial universitario,Madrid (Comunidad de),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,45.0,Bachillerato,Castilla-La Mancha,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,39.0,Bachillerato,Castilla-La Mancha,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Negativa,Adultos
Mujer,65.0,Educación primaria,Castilla-La Mancha,Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Adultos Mayores
Mujer,23.0,Bachillerato,Castilla-La Mancha,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,N.C.,Jóvenes
Hombre,29.0,Bachillerato,Castilla-La Mancha,N.S.,N.S.,Acepta/ría,Muy positiva,Jóvenes
Mujer,73.0,Bachillerato,Castilla-La Mancha,N.S.,Muy en desacuerdo,Acepta/ría,Muy positiva,Jubilados
Mujer,62.0,FP de grado medio,Castilla-La Mancha,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Mujer,46.0,Bachillerato,Castilla-La Mancha,N.S.,N.S.,Trataría de evitarla,Muy positiva,Adultos
Hombre,80.0,Menos de 5 años de escolarización,Castilla-La Mancha,Menos de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,28.0,Menos de 5 años de escolarización,Castilla-La Mancha,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Jóvenes
Mujer,37.0,Educación primaria,Navarra (Comunidad Foral de),Tanto como aportan,Muy de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,19.0,Bachillerato,Navarra (Comunidad Foral de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,85.0,Educación primaria,Navarra (Comunidad Foral de),Más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Jubilados
Mujer,47.0,FP de grado superior,Navarra (Comunidad Foral de),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos
Mujer,34.0,FP de grado medio,Navarra (Comunidad Foral de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,45.0,FP de grado superior,Navarra (Comunidad Foral de),Más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,Positiva,Adultos
Mujer,49.0,Educación secundaria,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Adultos
Hombre,71.0,Educación primaria,Murcia (Región de),Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,84.0,Menos de 5 años de escolarización,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Muy negativa,Jubilados
Mujer,61.0,Educación primaria,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Adultos Mayores
Mujer,39.0,FP de grado medio,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Adultos
Hombre,28.0,Educación primaria,Murcia (Región de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Jóvenes
Mujer,28.0,Educación secundaria,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Jóvenes
Hombre,63.0,Educación primaria,Murcia (Región de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,53.0,FP de grado superior,Murcia (Región de),Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,48.0,Bachillerato,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,49.0,Menos de 5 años de escolarización,País Vasco,N.S.,N.S.,Rechazaría,Muy negativa,Adultos
Mujer,56.0,Educación primaria,País Vasco,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,71.0,Menos de 5 años de escolarización,País Vasco,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Mujer,73.0,Menos de 5 años de escolarización,País Vasco,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,N.S.,Jubilados
Hombre,37.0,FP de grado superior,País Vasco,Mucho más de lo que aportan,Más bien de acuerdo,Rechazaría,Muy negativa,Adultos
Hombre,33.0,FP de grado medio,País Vasco,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,32.0,Diplomatura,País Vasco,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,37.0,FP de grado superior,País Vasco,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,32.0,FP de grado medio,Canarias,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,25.0,Educación secundaria,Canarias,Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Jóvenes
Hombre,44.0,Educación secundaria,Canarias,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,45.0,Educación primaria,Canarias,Tanto como aportan,Muy de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,48.0,Otros,Canarias,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,38.0,Otros,Canarias,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,N.S.,Adultos
Hombre,72.0,Educación secundaria,Canarias,N.S.,Más bien en desacuerdo,Acepta/ría,Negativa,Jubilados
Hombre,47.0,Educación secundaria,Canarias,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Muy negativa,Adultos
Hombre,75.0,Educación secundaria,Canarias,Tanto como aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,59.0,Educación secundaria,Canarias,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,53.0,Diplomatura,Canarias,N.S.,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,27.0,Estudios de grado,Canarias,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,38.0,Máster oficial universitario,Canarias,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,24.0,Bachillerato,Canarias,Más de lo que aportan,N.S.,Acepta/ría,Positiva,Jóvenes
Hombre,40.0,Estudios de licenciatura,Canarias,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,46.0,Bachillerato,Castilla y León,N.S.,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,87.0,Educación primaria,Castilla y León,N.S.,Muy de acuerdo,Rechazaría,N.S.,Jubilados
Mujer,18.0,Educación secundaria,Castilla y León,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,
Mujer,49.0,Estudios de licenciatura,Castilla y León,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,83.0,Arquitectura o ingeniería técnicas,Castilla y León,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,63.0,Educación secundaria,Castilla y León,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,N.S.,Adultos Mayores
Hombre,39.0,Estudios de licenciatura,Castilla y León,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,50.0,Educación secundaria,Castilla y León,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,51.0,Educación secundaria,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,62.0,Educación primaria,Andalucía,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,64.0,Educación primaria,Andalucía,Tanto como aportan,N.S.,Acepta/ría,Positiva,Adultos Mayores
Mujer,81.0,,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,48.0,FP de grado medio,Andalucía,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,80.0,,Andalucía,Menos de lo que aportan,Más bien de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,41.0,Estudios de licenciatura,Andalucía,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,53.0,Educación secundaria,Andalucía,Tanto como aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,45.0,FP de grado medio,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,27.0,FP de grado superior,Andalucía,Más de lo que aportan,N.S.,Acepta/ría,Positiva,Jóvenes
Hombre,73.0,Educación secundaria,Andalucía,Tanto como aportan,Muy de acuerdo,Acepta/ría,Positiva,Jubilados
Mujer,41.0,Educación secundaria,Andalucía,Tanto como aportan,N.S.,Acepta/ría,Positiva,Adultos
Hombre,42.0,Educación secundaria,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,71.0,Educación primaria,Andalucía,Tanto como aportan,Muy de acuerdo,Acepta/ría,Positiva,Jubilados
Hombre,27.0,Educación secundaria,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,39.0,Educación secundaria,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,58.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,72.0,,Andalucía,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,47.0,Máster oficial universitario,Cataluña,Más de lo que aportan,Muy en desacuerdo,(NO LEER) Depende,Negativa,Adultos
Hombre,50.0,Bachillerato,Cataluña,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,79.0,,Andalucía,Más de lo que aportan,Muy de acuerdo,Rechazaría,Negativa,Jubilados
Hombre,52.0,Educación secundaria,Andalucía,N.S.,Muy de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,69.0,Bachillerato,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Jubilados
Hombre,24.0,Educación primaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,38.0,FP de grado superior,Andalucía,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Adultos
Hombre,72.0,Menos de 5 años de escolarización,Andalucía,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Jubilados
Hombre,50.0,FP de grado superior,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,65.0,Educación secundaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,37.0,Educación secundaria,Andalucía,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,32.0,FP de grado medio,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,28.0,FP de grado medio,Andalucía,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,75.0,,Andalucía,Más de lo que aportan,Muy de acuerdo,Rechazaría,Positiva,Jubilados
Mujer,39.0,Diplomatura,Andalucía,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Negativa,Adultos
Mujer,54.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,48.0,Bachillerato,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,41.0,Estudios de licenciatura,Comunitat Valenciana,Mucho más de lo que aportan,N.S.,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,50.0,Bachillerato,Comunitat Valenciana,Tanto como aportan,N.S.,Acepta/ría,Positiva,Adultos
Hombre,41.0,Estudios de licenciatura,Comunitat Valenciana,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,60.0,Estudios de licenciatura,Madrid (Comunidad de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,39.0,Estudios de licenciatura,Madrid (Comunidad de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,83.0,Educación secundaria,Madrid (Comunidad de),Tanto como aportan,N.S.,Trataría de evitarla,Negativa,Jubilados
Mujer,25.0,Estudios de grado,Madrid (Comunidad de),Mucho más de lo que aportan,Más bien de acuerdo,Rechazaría,Negativa,Jóvenes
Hombre,50.0,Títulos propios de posgrado,Madrid (Comunidad de),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,63.0,Estudios de licenciatura,Madrid (Comunidad de),Menos de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,48.0,Diplomatura,Canarias,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,34.0,Bachillerato,Canarias,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,32.0,Educación primaria,Canarias,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Negativa,Adultos
Mujer,66.0,Menos de 5 años de escolarización,Canarias,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,56.0,Educación primaria,Canarias,Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,44.0,Educación primaria,Canarias,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Hombre,54.0,FP de grado medio,Canarias,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,55.0,FP de grado superior,Canarias,Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,40.0,Estudios de grado,Canarias,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,82.0,,Canarias,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,19.0,FP grado inicial,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,35.0,Educación secundaria,Cataluña,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,58.0,FP de grado medio,Cataluña,Tanto como aportan,N.S.,Acepta/ría,Positiva,Adultos Mayores
Mujer,54.0,FP de grado superior,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,44.0,Educación secundaria,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,77.0,Educación secundaria,Cataluña,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Negativa,Jubilados
Mujer,70.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Jubilados
Hombre,33.0,Educación secundaria,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,20.0,Educación secundaria,Cataluña,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,54.0,Educación secundaria,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Muy negativa,Adultos Mayores
Mujer,36.0,Estudios de licenciatura,Madrid (Comunidad de),Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,71.0,FP de grado medio,Madrid (Comunidad de),Mucho más de lo que aportan,Muy de acuerdo,N.S.,Positiva,Jubilados
Hombre,56.0,Arquitectura o ingeniería superiores,Madrid (Comunidad de),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,65.0,Diplomatura,Andalucía,Más de lo que aportan,N.S.,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,41.0,Estudios de licenciatura,Andalucía,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,55.0,Estudios de licenciatura,Andalucía,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,45.0,Máster oficial universitario,Andalucía,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,48.0,Estudios de licenciatura,Andalucía,N.S.,Muy en desacuerdo,Acepta/ría,N.S.,Adultos
Hombre,73.0,Diplomatura,Andalucía,Tanto como aportan,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,29.0,Arquitectura o ingeniería superiores,Andalucía,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,34.0,Estudios de licenciatura,Andalucía,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,62.0,Estudios de licenciatura,Andalucía,N.S.,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,29.0,Educación secundaria,Murcia (Región de),Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Muy positiva,Jóvenes
Mujer,75.0,,Murcia (Región de),N.S.,N.S.,N.S.,N.S.,Jubilados
Mujer,52.0,Bachillerato,Murcia (Región de),Más de lo que aportan,Muy en desacuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,69.0,Educación primaria,Murcia (Región de),Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,66.0,Educación primaria,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Jubilados
Hombre,48.0,Diplomatura,Murcia (Región de),Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,26.0,Estudios de grado,Murcia (Región de),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,20.0,Bachillerato,Murcia (Región de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,40.0,Estudios de grado,Murcia (Región de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,69.0,Educación primaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Jubilados
Hombre,74.0,FP de grado superior,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Negativa,Jubilados
Mujer,45.0,Estudios de licenciatura,Cataluña,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,63.0,Bachillerato,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos Mayores
Mujer,34.0,FP de grado superior,País Vasco,N.S.,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,85.0,Educación primaria,País Vasco,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,N.S.,Jubilados
Hombre,64.0,FP de grado superior,País Vasco,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,36.0,Estudios de licenciatura,País Vasco,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,59.0,Educación secundaria,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,27.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Hombre,19.0,Educación secundaria,Cataluña,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,72.0,Educación primaria,País Vasco,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,49.0,Educación secundaria,País Vasco,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,32.0,Estudios de licenciatura,País Vasco,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
